http://oktv.ua/search/id3093608,http://oktv.ua/search/img/uploads/u117118/thumbs/w320-h200/1-20170207-141802-58058900.jpg,2070 грн,"Киев, Шевченковский, ул., Бориса Гринченко , д.2/1",Комнат: 2,Мест: 4,Свободна на сегодня
http://oktv.ua/search/id3093510,http://oktv.ua/search/img/uploads/u114957/thumbs/w320-h200/3-20170113-161949-48544200.jpg,633 грн,"Львов, Галицкий, пл., Григоренко, д.4",Комнат: 1,Мест: 4
http://oktv.ua/search/id3093509,http://oktv.ua/search/img/uploads/u114957/thumbs/w320-h200/1-20170113-161334-35168500.jpg,690 грн,"Львов, Франковский, ул., Ольги Кобылянской, д.8",Комнат: 2,Мест: 4
http://oktv.ua/search/id3093486,http://oktv.ua/search/img/uploads/u116044/thumbs/w320-h200/dsc_0373-20170106-145722-22243400.jpg,1840 грн,"Киев, Печерский, ул., Жилянская, д.30/32",Комнат: 3,Мест: 8
http://oktv.ua/search/id3093451,http://oktv.ua/search/img/uploads/u117402/thumbs/w320-h200/01-20161228-110731-84887000.jpg,380 грн,"Чернигов, Центр, просп., Мира, д.35а",Комнат: 1,Мест: 2
http://oktv.ua/search/id3093422,http://oktv.ua/search/img/uploads/u118610/thumbs/w320-h200/88bd93e2_original-20161220-175957-02361000.jpg,689 грн,"Днепропетровск, Бабушкинский, ул., Старокозацкая, д.27",Комнат: 2,Мест: 6
http://oktv.ua/search/id3093407,http://oktv.ua/search/img/uploads/u117966/thumbs/w320-h200/77_1_big-20161216-134522-09522900.jpg,1150 грн,"Киев, Шевченковский, ул., Прорезная, д.13",Комнат: 2,Мест: 5
http://oktv.ua/search/id3093357,http://oktv.ua/search/img/uploads/u118435/thumbs/w320-h200/1-20161201-172527-12156200.jpg,460 грн,"Запорожье, Ордженикидзевский, ул., Независимой Украины, д.63",Комнат: 1,Мест: 3
http://oktv.ua/search/id3093354,http://oktv.ua/search/img/uploads/u118435/thumbs/w320-h200/1-20161201-152005-32406900.jpg,460 грн,"Запорожье, Ордженикидзевский, просп., Соборный, д.97",Комнат: 1,Мест: 2
http://oktv.ua/search/id3093346,http://oktv.ua/search/img/uploads/u115920/thumbs/w320-h200/04-20161127_221401-20161129-173903-99381800.jpg,633 грн,"Чернигов, Центр, ул., Ивана Мазепы, д.25",Комнат: 3,Мест: 6
http://oktv.ua/search/id3093303,http://oktv.ua/search/img/uploads/u118406/thumbs/w320-h200/img_20160916_183011_hdr-20161122-141136-28782200.jpg,403 грн,"Винница, Центр, ул., Иерусалимка, д.9",Комнат: 2,Мест: 6
http://oktv.ua/search/id3093198,http://oktv.ua/search/img/uploads/u117966/thumbs/w320-h200/83_4_big-20161006-095808-14417200.jpg,1150 грн,"Киев, Шевченковский, ул., Гринченко, д.2",Комнат: 2,Мест: 4
http://oktv.ua/search/id3093129,http://oktv.ua/search/img/uploads/u117864/thumbs/w320-h200/g4nrgfyirta-20160927-160512-38582300.jpg,748 грн,"Львов, Подзамче, ул., Гайдамацкая, д.1",Комнат: 2,Мест: 4
http://oktv.ua/search/id3093064,http://oktv.ua/search/img/uploads/u114517/thumbs/w320-h200/11-20160914-185346-38871500.jpg,690 грн,"Киев, Днепровский, ул., Евгения Маланюка, д.96",Комнат: 1,Мест: 2,Свободна на сегодня
http://oktv.ua/search/id3093054,http://oktv.ua/search/img/uploads/u117153/thumbs/w320-h200/sdc15330-20160927-183357-70330000.jpg,403 грн,"Каменец-Подольский, Центр, ул., Кориатовичей , д.25/17",Комнат: 1,Мест: 2
http://oktv.ua/search/id3092905,http://oktv.ua/search/img/uploads/u115180/thumbs/w320-h200/1-20160726-145333-76687800.jpg,748 грн,"Одесса, Центр, ул., Дерибасовская, д.19",Комнат: 2,Мест: 4
http://oktv.ua/search/id3092741,http://oktv.ua/search/img/uploads/u115180/thumbs/w320-h200/unspecified-4-20160604-020408-26242000.jpg,403 грн,"Одесса, Приморский, ул., Троицкая, д.4",Комнат: 1,Мест: 4
http://oktv.ua/search/id3092711,http://oktv.ua/search/img/uploads/u114416/thumbs/w320-h200/68483872-20160523-155625-41965400.jpg,575 грн,"Львов, Галицкий, ул., Шота Руставели, д.18",Комнат: 1,Мест: 4
http://oktv.ua/search/id3092624,http://oktv.ua/search/img/uploads/u114569/thumbs/w320-h200/10-20160427-150643-57995700.jpg,2300 грн,"Киев, Шевченковский, бульв., Тараса Шевченко, д.2",Комнат: 3,Мест: 5
http://oktv.ua/search/id3090679,http://oktv.ua/search/img/uploads/u114513/thumbs/w320-h200/dsc04322-20160503-145229-41170900.jpg,748 грн,"Киев, Голосеевский, ул., Большая Василькоская, д.54",Комнат: 1,Мест: 4
http://oktv.ua/search/id3090555,http://oktv.ua/search/img/uploads/u114416/thumbs/w320-h200/1-1-20151208-124940-36996800.jpg,2174 грн,"Киев, Шевченковский, ул., Крещатик, д.23",Комнат: 3,Мест: 6
http://oktv.ua/search/id3090554,http://oktv.ua/search/img/uploads/u114569/thumbs/w320-h200/1-20151208-122125-10163600.jpg,2294 грн,"Киев, Шевченковский, бульв., Тараса Шевченко, д.2",Комнат: 2,Мест: 4
http://oktv.ua/search/id3090531,http://oktv.ua/search/img/uploads/u114569/thumbs/w320-h200/2-20151127-171419-30749000.jpg,1691 грн,"Киев, Шевченковский, ул., Заньковецкой, д.6",Комнат: 2,Мест: 4
http://oktv.ua/search/id3090516,http://oktv.ua/search/img/uploads/u114569/thumbs/w320-h200/1-20151118-163845-20472800.jpg,2070 грн,"Киев, Шевченковский, ул., Гринченко, д.2",Комнат: 3,Мест: 6
http://oktv.ua/search/id3090455,http://oktv.ua/search/img/uploads/u114569/thumbs/w320-h200/img_45-20151014-150149-43672700.jpg,2875 грн,"Киев, Шевченковский, ул., Крещатик, д.15",Комнат: 2,Мест: 4
http://oktv.ua/search/id3090439,http://oktv.ua/search/img/uploads/u114513/thumbs/w320-h200/img_4820-20150921-172241-86291500.jpg,920 грн,"Киев, Голосеевский, ул., Большая Васильковская, д.76",Комнат: 2,Мест: 4
http://oktv.ua/search/id1346539,http://oktv.ua/search/img/uploads/u116440/thumbs/w320-h200/dscn2502-20160312-103849-17442300.jpg,518 грн,"Одесса, Приморский, просп., Адмиральский, д.35/2",Комнат: 1,Мест: 3
http://oktv.ua/search/id1346495,http://oktv.ua/search/img/uploads/content/pic/20150524/thumbs/w320-h200/max-20150524084838190.jpg,403 грн,"Одесса, Приморский, ул., Педагогическая, д.46",Комнат: 1,Мест: 3
http://oktv.ua/search/id1346410,http://oktv.ua/search/img/uploads/content/pic/20150415/thumbs/w320-h200/max-20150415155834796.jpg,1449 грн,"Киев, Печерский, ул., Прорезная, д.3",Комнат: 2,Мест: 4
http://oktv.ua/search/id1346408,http://oktv.ua/search/img/uploads/content/pic/20150415/thumbs/w320-h200/max-20150415131447874.jpg,633 грн,"Одесса, Приморский, пер., Шампанский, д.2",Комнат: 1,Мест: 5
http://oktv.ua/search/id1346247,http://oktv.ua/search/img/uploads/content/pic/20150211/thumbs/w320-h200/max-20150211120315627.jpg,1380 грн,"Львов, Галицкий, ул., Теодора, д.3",Комнат: 4,Мест: 12
http://oktv.ua/search/id1346211,http://oktv.ua/search/img/uploads/u116069/thumbs/w320-h200/image-20161206-150239-39229100.jpeg,1380 грн,"Киев, Шевченковский, ул., Малая Житомирская, д.16/3",Комнат: 1,Мест: 2
http://oktv.ua/search/id1346196,http://oktv.ua/search/img/uploads/content/pic/20150121/thumbs/w320-h200/max-20150121200232728.jpg,460 грн 403 грн,"Киев, Днепровский, просп., Юрия Гагар